Week,Day,Date,Time,Home,xG_H,Score,xG_A,Away,Attendance,Venue,Referee,Possession_H,Possession_A,PassCompleted_H,PassTotal_H,PassCompleted_A,PassTotal_A,ShotsTarget_H,ShotsTotal_H,ShotsTarget_A,ShotsTotal_A,SaveCompleted_H,SaveTotal_H,SaveCompleted_A,SaveTotal_A,Fouls_H,Fouls_A,Corners_H,Corners_A,Crosses_H,Crosses_A,Touches_H,Touches_A,Tackles_H,Tackles_A,Interceptions_H,Interceptions_A,Aerials_H,Aerial_A,Clearances_H,Clearances_A,Offsides_H,Offsides_A,Goal_Kicks_H,Goal_Kicks_A,Throw_Ins_H,Throw_Ins_A,Long_Balls_H,Long_Balls_A
8,Sat,2023-05-27,18:30,Flamengo,2.4,1–1,1.9,Cruzeiro,"65,270",Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,62%,38%,563,665,326,416,2,13,6,18,5,6,1,2,12,18,2,1,15,15,767,542,13,24,9,11,11,14,13,19,5,3,10,12,21,18,77,61
8,Sun,2023-05-28,16:00,Corinthians,1.4,2–0,1.3,Fluminense,"34,624",Neo Química Arena,Leandro Pedro Vuaden,30%,70%,254,341,697,778,4,14,7,22,7,7,2,4,18,6,7,6,17,22,458,879,15,11,8,9,11,14,21,15,2,3,13,10,10,23,58,26
8,Sun,2023-05-28,16:00,Internacional,0.9,2–0,1.1,Bahia,"19,037",Estádio José Pinheiro Borba,Wagner do Nascimento Magalhães,44%,56%,373,460,475,581,2,7,4,9,4,4,0,2,10,13,2,7,8,30,575,664,16,10,13,9,10,10,32,10,3,0,10,2,14,20,48,54
8,Sun,2023-05-28,18:30,Atlético Mineiro,0.8,1–1,1.1,Palmeiras,"53,236",Estádio Governador Magalhães Pinto,Braulio da Silva Machado,57%,43%,432,527,304,392,4,10,2,11,1,2,3,4,27,15,3,3,18,13,627,508,20,17,5,12,7,7,16,21,0,3,6,8,14,20,54,85
8,Sun,2023-05-28,18:30,RB Bragantino,1.5,2–0,0.3,Santos,"5,988",Estádio Nabi Abi Chedid,Anderson Daronco,59%,41%,416,551,262,390,9,19,1,9,1,1,7,9,13,10,5,4,20,9,683,542,26,31,11,18,13,17,11,20,3,4,8,10,42,31,91,60
8,Sun,2023-05-28,19:00,Botafogo (RJ),2.1,2–0,0.4,América (MG),"23,708",Estádio Nilton Santos,Raphael Claus,55%,45%,427,517,326,428,6,18,1,4,1,1,4,6,9,11,7,0,19,11,621,524,11,15,11,11,8,23,20,16,2,3,5,7,18,23,75,54
8,Sat,2023-05-27,21:00,São Paulo,0.9,2–1,0.3,Goiás,"45,429",Estádio do Morumbi,Rafael Rodrigo Klein,67%,33%,563,647,245,320,6,16,4,8,3,4,4,6,12,16,11,5,28,17,748,433,17,12,8,7,12,9,14,27,3,1,4,17,8,16,65,69
9,Sat,2023-06-03,16:00,Fortaleza,0.6,0–0,0.3,Bahia,"38,338",Estádio Castelão,João Vitor Gobi,55%,45%,362,479,291,398,2,11,2,7,2,2,2,2,17,9,8,4,28,10,567,517,18,14,10,12,12,19,9,30,3,3,3,10,24,11,61,71
9,Sat,2023-06-03,18:30,Ath Paranaense,0.9,1–0,0.6,Botafogo (RJ),"18,684",Estádio Joaquim Américo Guimarães,Vinicius Gonçalves Dias Araujo,49%,51%,343,443,371,464,7,16,4,13,4,4,6,7,15,12,6,7,18,16,568,583,22,16,9,10,11,16,23,21,3,0,4,10,29,15,86,55
9,Sat,2023-06-03,18:30,Cruzeiro,1.8,0–1,0.6,Atlético Mineiro,"34,344",Estádio Municipal João Havelange,Savio Pereira,64%,36%,410,513,185,287,5,19,3,7,2,3,5,5,19,21,12,4,41,11,625,405,8,22,12,7,19,13,12,31,3,5,3,9,20,22,84,68
9,Sat,2023-06-03,18:30,América (MG),1.3,2–0,1.2,Corinthians,"6,701",Estádio Raimundo Sampaio,Anderson Daronco,30%,70%,212,323,618,749,5,15,2,5,2,2,4,5,16,14,2,3,13,18,444,844,9,17,12,11,20,23,14,15,1,0,11,5,18,28,77,74
9,Sun,2023-06-04,16:00,Fluminense,1.1,2–1,0.6,RB Bragantino,"27,228",Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,51%,49%,367,460,347,444,4,12,3,15,2,3,2,4,11,12,6,6,11,17,580,558,15,13,9,10,13,9,18,20,2,1,9,7,19,17,53,63
9,Sun,2023-06-04,16:00,Grêmio,1.9,2–1,1.1,São Paulo,"42,207",Arena do Grêmio,Wilton Sampaio,40%,60%,315,411,501,609,6,20,4,16,3,4,5,6,9,13,6,8,15,29,559,724,17,17,15,7,16,16,27,14,3,2,13,9,15,23,62,50
9,Sun,2023-06-04,18:30,Goiás,0.4,0–1,1.2,Cuiabá,"6,987",Estádio de Hailé Pinheiro,Marcelo de Lima Henrique,55%,45%,400,502,313,404,3,11,8,15,7,8,3,3,19,14,4,5,26,18,595,532,15,21,4,8,16,25,13,37,2,1,7,9,22,16,74,68
9,Sun,2023-06-04,18:30,Palmeiras,2.5,3–1,0.6,Coritiba,"33,570",Allianz Parque,Felipe Fernandes de Lima,51%,49%,397,486,378,458,8,23,4,7,3,4,5,8,15,13,11,6,38,19,585,568,12,14,11,3,11,12,10,29,3,0,6,11,24,17,94,54
9,Sat,2023-06-03,21:00,Santos,1.4,1–1,1.1,Internacional,"9,600",Estádio Urbano Caldeira,Paulo Cesar Zanovelli da Silva,56%,44%,430,529,321,414,4,17,3,8,2,3,3,4,19,12,5,5,27,15,633,529,18,20,4,9,18,6,17,22,0,0,3,13,23,11,53,59
9,Mon,2023-06-05,20:00,Vasco da Gama,1.5,1–4,1.1,Flamengo,"46,423",Estadio Jornalista Mário Filho,Braulio Machado,45%,55%,363,462,483,563,4,12,5,11,1,5,4,4,13,18,4,0,24,3,560,689,17,21,8,12,7,15,11,24,2,0,8,9,19,15,72,63
10,Sat,2023-06-10,16:00,Coritiba,1.2,0–0,0.8,Santos,"25,987",Estádio Major Antônio Couto Pereira,Bruno Mota Correia,47%,53%,304,408,357,462,7,19,3,7,3,3,7,7,15,18,8,3,20,17,522,574,20,19,6,8,16,14,18,23,4,3,3,12,30,24,66,81
10,Sat,2023-06-10,18:30,Corinthians,1.4,1–1,0.7,Cuiabá,"40,512",Neo Química Arena,André Luiz Skettino Policarpo Bento,61%,39%,500,594,289,375,7,24,2,10,1,2,6,7,11,13,8,6,37,17,711,499,10,17,5,6,18,9,18,26,1,1,5,15,22,14,70,66
10,Sat,2023-06-10,18:30,Bahia,1.4,2–2,2.4,Cruzeiro,"34,019",Itaipava Arena Fonte Nova,Rodrigo José Pereira de Lima,48%,52%,346,465,402,510,5,14,7,15,5,7,3,5,15,9,6,5,22,15,564,622,15,13,10,12,12,12,13,24,8,5,3,6,22,20,56,68
10,Sat,2023-06-10,18:30,Atlético Mineiro,1.7,1–1,0.5,RB Bragantino,"28,786",Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,61%,39%,465,608,262,392,6,16,3,7,2,3,5,6,8,14,7,2,24,11,731,520,23,16,9,12,21,12,13,29,5,1,4,8,23,19,92,77
10,Sun,2023-06-11,11:00,América (MG),1.9,2–2,0.8,Ath Paranaense,"5,902",Estádio Governador Magalhães Pinto,João Vitor Gobi,50%,50%,303,418,279,411,11,20,4,9,2,4,9,11,19,10,7,3,26,16,536,521,18,14,9,16,20,25,16,22,1,1,10,8,21,30,78,95
10,Sun,2023-06-11,16:00,Internacional,1.6,2–1,0.9,Vasco da Gama,"18,044",Estádio José Pinheiro Borba,Edina Alves Batista,44%,56%,363,449,470,560,3,11,5,14,4,5,1,3,13,21,7,6,17,17,547,654,12,18,6,7,11,13,18,17,0,4,5,7,16,18,55,54
10,Sun,2023-06-11,16:00,São Paulo,1.4,0–2,0.7,Palmeiras,"56,871",Estádio do Morumbi,Raphael Claus,65%,35%,544,635,255,340,6,26,4,10,2,4,6,6,15,16,8,3,34,9,758,468,17,20,8,3,15,10,6,32,0,2,5,8,21,15,43,69
10,Sun,2023-06-11,18:30,Flamengo,1.9,3–0,2.0,Grêmio,"62,967",Estadio Jornalista Mário Filho,Savio Pereira,52%,48%,432,530,376,481,4,14,7,25,7,7,1,4,20,17,3,7,7,16,639,584,15,16,15,11,12,10,15,10,1,1,10,10,16,20,59,52
10,Sun,2023-06-11,18:30,Goiás,2.1,2–2,1.3,Fluminense,"10,260",Estádio de Hailé Pinheiro,Leandro Pedro Vuaden,41%,59%,281,369,442,522,8,21,4,13,2,4,7,8,15,23,6,7,24,21,488,641,23,19,5,7,24,7,20,18,5,1,10,14,20,18,66,58
10,Sat,2023-06-10,21:00,Botafogo (RJ),3.7,2–0,0.4,Fortaleza,"19,297",Estádio Nilton Santos,Wilton Sampaio,54%,46%,451,536,358,455,9,20,3,8,3,3,7,9,16,12,7,3,18,14,652,564,21,16,9,12,12,15,18,25,1,4,5,8,18,19,81,47
11,Wed,2023-06-21,19:00,Cruzeiro,1.1,0–1,1.8,Fortaleza,"28,494",Estádio Governador Magalhães Pinto,Bruno Arleu de Araujo,67%,33%,497,619,197,305,3,12,2,10,1,2,3,3,9,12,5,2,27,9,716,423,14,15,5,14,19,17,9,24,1,7,7,15,26,17,81,81
11,Wed,2023-06-21,19:00,São Paulo,0.6,2–1,1.2,Ath Paranaense,"22,882",Estádio do Morumbi,Savio Pereira,56%,44%,419,520,328,411,5,8,4,14,3,4,3,5,15,11,4,4,15,17,594,516,5,17,4,11,13,9,18,18,3,2,10,6,18,23,53,73
11,Wed,2023-06-21,20:00,Santos,0.8,0–2,1.3,Corinthians,"12,499",Estádio Urbano Caldeira,Leandro Pedro Vuaden,51%,49%,389,479,384,468,4,12,4,10,2,4,4,4,17,14,5,2,28,8,575,568,9,14,10,3,8,13,14,26,0,1,4,9,22,18,46,65
11,Thu,2023-06-22,19:00 (20:00),Cuiabá,1.1,0–1,1.2,Botafogo (RJ),"13,981",Arena Pantanal,Flavio Rodrigues de Souza,52%,48%,430,529,405,494,9,23,2,4,2,2,9,9,11,13,6,2,26,11,633,601,22,6,7,6,13,7,17,28,2,2,3,12,15,26,51,75
11,Thu,2023-06-22,19:00,Grêmio,2.4,3–1,0.8,América (MG),"15,864",Arena do Grêmio,Edina Alves Batista,72%,28%,678,786,203,313,9,22,2,8,1,2,7,9,10,11,10,2,23,9,902,444,12,22,8,11,15,10,15,39,2,3,3,12,26,19,72,58
11,Thu,2023-06-22,20:00,Coritiba,1.5,0–1,0.9,Internacional,"25,983",Estádio Major Antônio Couto Pereira,André Luiz Skettino Policarpo Bento,51%,49%,320,426,313,412,4,14,3,4,3,3,4,4,23,14,10,5,24,8,533,508,17,11,5,3,17,12,15,22,1,6,1,12,14,32,61,75
11,Thu,2023-06-22,20:00,Vasco da Gama,1.7,0–1,0.4,Goiás,"17,647",Estádio Club de Regatas Vasco da Gama,Jean Pierre Goncalves Lima,60%,40%,494,594,310,404,4,21,1,8,0,1,4,4,19,24,8,2,42,16,712,543,8,26,7,14,13,26,9,37,4,3,5,11,21,16,57,63
11,Wed,2023-06-21,21:30,Bahia,1.1,1–0,0.8,Palmeiras,"31,013",Itaipava Arena Fonte Nova,Wilton Sampaio,46%,54%,336,425,377,490,3,9,2,10,2,2,2,3,18,16,6,8,14,19,549,587,22,20,8,9,10,10,22,14,6,7,8,3,18,17,50,55
11,Wed,2023-06-21,21:30,Fluminense,0.4,1–1,1.4,Atlético Mineiro,"7,788",Estádio General Sílvio Raulino de Olivei...,Ramon Abatti Abel,49%,51%,374,452,374,471,4,9,6,14,6,6,3,4,20,19,3,5,10,18,568,576,12,22,9,8,10,10,20,9,5,0,6,5,13,23,32,65
11,Thu,2023-06-22,21:30,RB Bragantino,3.3,4–0,0.8,Flamengo,"10,103",Estádio Nabi Abi Chedid,Anderson Daronco,59%,41%,444,563,285,388,13,36,0,7,0,0,9,13,2,5,17,2,37,5,698,532,15,21,10,4,12,9,13,45,2,2,5,8,22,21,91,56
12,Sat,2023-06-24,16:00,Ath Paranaense,2.7,1–0,0.9,Corinthians,"30,144",Estádio Joaquim Américo Guimarães,Wagner do Nascimento Magalhães,35%,65%,273,353,560,653,6,24,3,12,3,3,5,6,25,11,5,5,12,22,471,762,17,14,11,8,14,15,18,12,1,1,10,9,13,21,47,59
12,Sat,2023-06-24,18:30,Fortaleza,0.8,2–1,1.0,Atlético Mineiro,"27,109",Estádio Castelão,Leandro Pedro Vuaden,42%,58%,375,453,536,623,3,9,4,18,3,4,1,3,10,13,3,8,14,16,545,713,19,18,8,3,17,9,14,9,1,1,12,7,13,13,61,60
12,Sat,2023-06-24,18:30,Fluminense,3.0,2–1,1.0,Bahia,"24,507",Estadio Jornalista Mário Filho,Savio Pereira,49%,51%,394,486,420,510,9,17,3,15,2,3,7,9,9,11,9,10,14,23,603,644,13,26,5,11,11,19,21,25,2,0,11,9,23,17,54,65
12,Sun,2023-06-25,16:00,Palmeiras,2.6,0–1,0.8,Botafogo (RJ),"38,877",Allianz Parque,Anderson Daronco,64%,36%,425,558,209,308,4,14,2,6,1,2,4,4,17,14,12,1,48,8,659,444,17,19,5,5,23,20,11,54,4,0,5,12,29,16,78,64
12,Sun,2023-06-25,16:00,Grêmio,3.4,5–1,1.1,Coritiba,"37,048",Arena do Grêmio,João Vitor Gobi,50%,50%,342,443,352,440,7,16,7,17,6,7,3,7,10,17,8,5,12,12,555,573,20,20,8,18,12,10,10,13,2,4,12,10,21,20,53,50
12,Sun,2023-06-25,18:30,Santos,1.8,2–3,0.8,Flamengo,,Estádio Urbano Caldeira,Wilton Sampaio,33%,67%,293,370,660,763,6,12,4,10,1,4,4,6,14,11,2,7,11,16,501,859,24,20,10,8,12,10,30,9,2,1,6,5,9,25,56,61
12,Sun,2023-06-25,18:30,RB Bragantino,1.7,2–0,0.2,Goiás,"3,798",Estádio Nabi Abi Chedid,Bruno Mota Correia,59%,41%,418,526,263,361,6,20,0,4,0,0,4,6,17,23,10,4,30,9,626,467,15,14,12,13,17,18,6,24,0,6,4,12,23,25,75,60
12,Sun,2023-06-25,18:30,América (MG),1.3,1–2,1.0,Internacional,"2,249",Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,40%,60%,254,361,449,547,3,15,2,8,0,2,2,3,25,6,3,2,31,22,466,659,15,13,5,5,16,11,20,30,0,1,2,6,15,16,55,63
12,Sat,2023-06-24,21:00,Cruzeiro,0.5,1–0,1.4,São Paulo,"17,478",Estádio Governador Magalhães Pinto,Ramon Abatti,31%,69%,208,299,571,670,0,6,8,14,8,8,0,0,14,15,6,5,17,23,406,750,16,13,11,5,15,20,28,6,1,8,8,11,15,19,70,64
12,Mon,2023-06-26,21:00,Vasco da Gama,1.7,1–0,0.6,Cuiabá,,Estádio Club de Regatas Vasco da Gama,Rafael Rodrigo Klein,48%,52%,330,426,356,468,1,8,3,14,3,3,1,1,19,13,4,6,10,25,555,580,18,21,7,8,12,27,31,17,2,5,4,5,24,18,64,68
13,Sat,2023-07-01,16:00,São Paulo,1.1,1–0,0.2,Fluminense,"49,153",Estádio do Morumbi,Anderson Daronco,54%,46%,427,524,361,442,4,21,2,4,2,2,3,4,16,7,12,2,26,5,624,563,23,18,2,5,12,16,8,24,2,1,4,12,20,23,59,52
13,Sat,2023-07-01,18:30,Flamengo,1.3,2–0,1.6,Fortaleza,"64,853",Estadio Jornalista Mário Filho,Savio Pereira,58%,42%,482,586,319,418,4,10,4,13,4,4,2,4,13,14,5,4,17,25,693,536,19,14,4,17,8,13,19,17,1,2,8,7,15,28,49,85
13,Sat,2023-07-01,18:30,Bahia,1.9,1–2,2.9,Grêmio,"34,090",Itaipava Arena Fonte Nova,Marcelo de Lima Henrique,47%,53%,346,444,395,508,4,16,7,14,5,7,3,4,21,11,7,2,19,10,563,625,13,17,11,7,10,11,16,26,0,6,11,10,19,26,75,62
13,Sun,2023-07-02,11:00,Corinthians,0.6,0–1,0.9,RB Bragantino,"42,404",Neo Química Arena,Edina Alves Batista,42%,58%,288,422,477,591,4,12,5,10,4,5,4,4,15,17,4,2,17,18,528,716,20,24,4,13,15,14,12,20,5,1,13,8,31,21,80,66
13,Sun,2023-07-02,16:00,Botafogo (RJ),1.7,2–0,0.9,Vasco da Gama,"38,798",Estádio Nilton Santos,Raphael Claus,58%,42%,415,514,286,374,6,16,4,12,4,4,4,6,10,15,4,8,24,19,633,506,25,18,10,12,17,16,20,22,0,1,6,12,24,20,84,61
13,Sun,2023-07-02,16:00,Ath Paranaense,3.5,2–2,1.6,Palmeiras,"33,118",Estádio Joaquim Américo Guimarães,Jean Pierre Goncalves Lima,54%,46%,393,484,326,415,4,26,4,10,2,4,3,4,20,9,7,2,22,12,595,530,12,14,13,10,16,12,13,23,1,4,4,18,19,12,50,79
13,Sun,2023-07-02,16:00,Atlético Mineiro,1.3,2–2,2.6,América (MG),"34,507",Estádio Governador Magalhães Pinto,Wilton Sampaio,47%,53%,309,406,344,456,5,12,5,23,3,5,3,5,16,19,4,7,18,27,541,584,18,16,10,6,12,21,25,14,1,3,18,5,16,15,83,70
13,Sun,2023-07-02,17:30 (18:30),Cuiabá,1.1,3–0,0.3,Santos,"13,477",Arena Pantanal,Bruno Mota Correia,48%,52%,326,420,342,458,6,15,2,5,2,2,3,6,7,16,9,5,30,20,540,547,21,11,6,3,9,12,26,35,1,1,4,6,23,37,68,69
13,Sat,2023-07-01,21:00,Internacional,2.0,0–0,1.0,Cruzeiro,"23,923",Estádio José Pinheiro Borba,Wagner do Nascimento Magalhães,54%,46%,472,561,385,481,4,15,3,9,3,3,4,4,12,14,2,4,21,15,674,594,14,10,6,11,19,18,23,19,1,1,7,11,20,20,48,93
13,Mon,2023-07-03,20:00,Goiás,1.9,1–2,0.9,Coritiba,"10,394",Estádio de Hailé Pinheiro,Denis da Silva Ribeiro Serafim,63%,37%,419,548,215,317,6,18,8,13,6,8,5,6,20,24,7,2,37,7,654,467,17,17,13,12,24,25,10,35,1,1,5,11,26,25,100,65
14,Sat,2023-07-08,15:00 (16:00),Cuiabá,1.5,1–1,0.3,Bahia,"10,149",Arena Pantanal,Wagner do Nascimento Magalhães,42%,58%,283,396,447,547,5,9,2,6,2,2,5,5,12,13,5,5,19,15,502,652,25,10,8,9,18,18,17,21,9,0,5,4,19,19,70,73
14,Sat,2023-07-08,16:00,Vasco da Gama,1.3,0–1,0.7,Cruzeiro,,Estádio Club de Regatas Vasco da Gama,Savio Pereira,57%,43%,415,528,301,406,1,9,5,7,4,5,1,1,7,18,4,6,20,10,639,517,19,15,8,12,20,14,15,28,3,1,4,13,36,28,76,77
14,Sat,2023-07-08,18:30,Coritiba,1.9,3–1,1.1,América (MG),"24,653",Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,43%,57%,241,354,358,462,6,13,4,17,3,4,4,6,16,20,7,8,18,25,482,597,20,13,11,5,19,25,29,15,2,0,12,4,25,28,70,62
14,Sat,2023-07-08,18:30,Atlético Mineiro,1.4,0–1,0.8,Corinthians,"21,086",Estádio Governador Magalhães Pinto,Rodrigo José Pereira de Lima,59%,41%,504,621,316,425,6,26,2,8,1,2,6,6,15,7,10,2,34,6,746,556,15,14,14,14,14,12,7,20,0,0,5,10,20,17,74,72
14,Sun,2023-07-09,11:00,Santos,2.4,4–3,1.9,Goiás,,Estádio Urbano Caldeira,Bruno Arleu de Araujo,34%,66%,206,312,493,597,5,14,4,18,2,4,2,5,17,19,8,13,27,24,442,706,22,11,9,6,32,16,32,20,1,4,8,4,16,20,56,65
14,Sun,2023-07-09,16:00,RB Bragantino,1.6,0–0,0.5,São Paulo,"9,411",Estádio Nabi Abi Chedid,Raphael Claus,58%,42%,342,469,223,338,4,26,1,6,1,1,4,4,16,9,6,4,26,12,602,482,17,18,15,13,16,15,13,23,0,0,4,18,22,24,67,71
14,Sun,2023-07-09,16:00,Fluminense,1.1,2–0,0.4,Internacional,"34,166",Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,55%,45%,458,552,353,450,8,14,0,10,0,0,6,8,18,16,7,4,18,20,667,544,18,9,14,11,12,21,19,22,3,0,6,6,19,21,62,57
14,Sun,2023-07-09,18:30,Fortaleza,1.5,1–0,1.2,Ath Paranaense,"36,399",Estádio Castelão,André Luiz Skettino Policarpo Bento,53%,47%,368,471,324,412,6,20,2,10,2,2,5,6,9,18,7,2,20,13,571,527,9,13,10,9,16,14,9,28,7,0,8,10,25,17,67,66
14,Sun,2023-07-09,18:30,Grêmio,1.6,0–2,1.1,Botafogo (RJ),"47,029",Arena do Grêmio,Flavio de Souza,52%,48%,422,538,405,494,4,22,6,15,4,6,4,4,8,13,10,2,22,8,656,633,17,17,9,14,7,11,11,31,1,1,8,11,30,10,55,80
14,Sat,2023-07-08,21:00,Palmeiras,1.1,1–1,0.8,Flamengo,"40,229",Allianz Parque,Ramon Abatti,44%,56%,347,440,488,566,4,11,4,10,3,4,3,4,13,16,4,7,21,21,523,658,18,8,4,5,11,7,24,15,5,3,7,6,22,22,85,62
15,Sun,2023-07-16,11:00,Cruzeiro,0.8,0–0,1.1,Coritiba,"22,123",Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,55%,45%,375,483,283,397,2,13,6,14,6,6,2,2,14,11,11,8,19,21,608,514,22,22,4,11,20,19,25,16,1,5,6,13,23,23,77,70
15,Sun,2023-07-16,16:00,Fortaleza,0.9,0–1,0.7,Cuiabá,"43,048",Estádio Castelão,Yuri Elino Ferreira da Cruz,68%,32%,466,579,179,275,6,21,1,7,0,1,6,6,17,17,10,0,42,4,675,393,12,22,2,8,18,16,9,31,2,2,9,8,39,25,74,60
15,Sun,2023-07-16,16:00,São Paulo,3.2,4–1,1.1,Santos,"58,127",Estádio do Morumbi,Braulio Machado,63%,37%,412,501,203,296,6,23,2,7,2,2,3,6,21,16,4,3,17,21,590,384,11,7,5,5,24,13,22,19,2,2,8,10,14,24,63,64
15,Sun,2023-07-16,16:00,Fluminense,1.5,0–0,0.4,Flamengo,"62,354",Estadio Jornalista Mário Filho,Savio Pereira,54%,46%,399,492,340,421,8,16,3,8,3,3,8,8,25,20,8,1,22,7,586,532,13,23,4,7,13,17,9,19,1,1,9,6,15,15,55,58
15,Sun,2023-07-16,18:30,Internacional,0.5,0–0,1.4,Palmeiras,"41,823",Estádio José Pinheiro Borba,Rodrigo José Pereira de Lima,47%,53%,340,441,389,488,4,9,5,16,5,5,4,4,18,13,4,7,21,19,564,608,25,24,9,3,14,16,20,16,1,2,6,7,24,16,53,82
15,Sun,2023-07-16,18:30,Ath Paranaense,2.2,2–0,1.0,Bahia,"17,091",Estádio Joaquim Américo Guimarães,Rafael Rodrigo Klein,52%,48%,454,544,401,495,7,15,6,8,6,6,5,7,14,9,5,3,17,20,648,593,16,17,14,4,14,11,13,12,4,0,7,8,19,24,72,66
15,Sat,2023-07-15,21:00,Botafogo (RJ),1.0,2–0,1.4,RB Bragantino,"37,036",Estádio Nilton Santos,Anderson Daronco,38%,62%,231,347,441,568,3,10,8,17,8,8,1,3,16,11,4,11,8,29,476,684,16,20,15,18,19,12,31,15,1,3,6,8,23,29,86,88
15,Mon,2023-07-17,20:00,Goiás,1.5,0–0,0.2,Atlético Mineiro,"12,303",Estádio de Hailé Pinheiro,Raphael Claus,39%,61%,267,358,453,564,3,17,1,6,1,1,3,3,16,14,6,4,16,16,495,680,15,25,13,8,15,10,19,12,0,0,3,10,20,27,51,62
16,Sat,2023-07-22,16:00,Flamengo,2.5,1–1,1.3,América (MG),"60,402",Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,66%,34%,521,632,225,323,7,16,4,16,3,4,6,7,8,13,12,7,35,13,749,463,24,19,8,9,7,4,12,37,4,4,6,6,23,14,54,54
